Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP00331,Male,Yes,0,Graduate,No,2175,0,145,360,1.0,Rural,Y
LP00332,Female,No,0,Graduate,Yes,2571,4046,220,360,0.0,Semiurban,N
LP00333,Male,Yes,1,Graduate,No,1461,1889,117,360,0.0,Urban,N
LP00334,Male,No,1,Graduate,No,4624,0,191,360,1.0,Rural,Y
LP00335,Male,No,0,Not Graduate,No,3432,0,157,360,1.0,Rural,N
LP00336,Male,No,0,Graduate,Yes,2751,2016,154,360,1.0,Rural,Y
LP00337,Female,Yes,0,Not Graduate,No,4717,1359,211,360,1.0,Semiurban,Y
LP00338,Male,No,0,Graduate,No,6114,0,229,360,1.0,Urban,Y
LP00339,Male,Yes,0,Graduate,No,17256,4478,689,180,1.0,Urban,Y
LP00340,Male,Yes,0,Graduate,No,1983,1723,102,360,1.0,Rural,Y
LP00341,Male,Yes,2,Not Graduate,No,9853,0,369,360,1.0,Semiurban,Y
LP00342,Male,Yes,0,Graduate,Yes,8811,0,295,180,1.0,Rural,Y
LP00343,Male,No,0,Graduate,No,3079,0,114,360,0.0,Semiurban,Y
LP00344,Male,No,0,Graduate,No,5552,3350,307,180,1.0,Rural,Y
LP00345,Male,No,3+,Graduate,No,3734,0,176,360,1.0,Urban,Y
LP00346,Male,Yes,1,Graduate,No,5494,0,239,360,0.0,Urban,Y
LP00347,Male,Yes,1,Graduate,No,12154,997,450,480,1.0,Urban,Y
LP00348,Male,Yes,0,Graduate,No,7068,1304,329,360,1.0,Semiurban,Y
LP00349,Male,No,1,Graduate,No,6668,0,261,360,1.0,Semiurban,Y
LP00350,Male,Yes,0,Graduate,No,3796,6220,285,360,1.0,Semiurban,Y
LP00351,Male,No,1,Graduate,No,2017,7215,261,360,1.0,Semiurban,Y
LP00352,Female,Yes,3+,Graduate,No,4336,3053,266,360,1.0,Semiurban,N
LP00353,Male,Yes,1,Not Graduate,No,10137,5738,453,360,1.0,Rural,N
LP00354,Male,No,2,Graduate,No,1965,0,95,360,0.0,Urban,Y
LP00355,Male,Yes,1,Graduate,No,2609,2283,167,360,1.0,Semiurban,Y
LP00356,Male,No,0,Graduate,No,5301,1933,205,360,0.0,Rural,Y
LP00357,Male,No,3+,Graduate,No,2722,1963,173,360,1.0,Urban,N
LP00358,Male,Yes,0,Graduate,No,3054,825,120,360,0.0,Rural,N
LP00359,Female,Yes,0,Not Graduate,No,3811,2936,224,240,1.0,Urban,Y
LP00360,Male,Yes,0,Graduate,No,2165,0,132,360,1.0,Semiurban,Y
LP00361,Male,No,0,Not Graduate,Yes,2739,4112,204,360,1.0,Urban,Y
LP00362,Male,Yes,0,Graduate,No,7495,2605,360,360,1.0,Urban,Y
LP00363,Male,Yes,0,Graduate,No,2243,2177,131,360,1.0,Semiurban,N
LP00364,Male,Yes,0,Graduate,No,1884,0,130,360,1.0,Semiurban,Y
LP00365,Female,No,1,Not Graduate,No,3367,2567,215,180,0.0,Semiurban,N
LP00366,Male,Yes,0,Graduate,No,7624,4091,326,360,0.0,Semiurban,N
LP00367,Female,No,0,Graduate,Yes,4367,0,235,180,1.0,Urban,Y
LP00368,Female,No,1,Graduate,No,3719,2594,212,360,1.0,Urban,Y
LP00369,Male,Yes,0,Graduate,No,5047,2873,241,360,1.0,Semiurban,Y
LP00370,Male,Yes,1,Graduate,No,1724,1476,103,360,1.0,Urban,Y
LP00371,Male,No,1,Graduate,No,6613,1617,276,360,0.0,Urban,Y
LP00372,Male,Yes,2,Graduate,No,6186,2868,290,360,1.0,Semiurban,Y
LP00373,Male,No,1,Graduate,Yes,3844,0,167,360,0.0,Semiurban,Y
LP00374,Male,Yes,0,Graduate,No,8987,3117,375,360,,Semiurban,Y
LP00375,Male,Yes,1,Not Graduate,No,2498,1304,163,240,1.0,Urban,N
LP00376,,No,0,Graduate,No,9669,5135,435,180,1.0,Semiurban,Y
LP00377,Female,Yes,0,Graduate,No,5392,12537,423,360,1.0,Semiurban,Y
LP00378,Male,Yes,2,Graduate,No,4016,1336,194,360,1.0,Urban,Y
LP00379,Female,Yes,0,Graduate,No,4856,0,148,360,0.0,Urban,N
LP00380,Male,Yes,2,Graduate,No,4608,1467,224,360,1.0,Semiurban,Y
LP00381,Male,Yes,2,Graduate,Yes,10220,0,337,240,1.0,Semiurban,Y
LP00382,Male,Yes,2,Graduate,Yes,2575,0,130,360,1.0,Urban,Y
LP00383,Male,No,3+,Graduate,No,3110,0,169,360,1.0,Rural,Y
LP00384,Female,Yes,0,Graduate,No,9152,1324,332,360,1.0,Rural,Y
LP00385,Male,No,0,Graduate,No,3438,0,174,360,1.0,Urban,Y
LP00386,Female,Yes,1,Not Graduate,No,8436,0,294,360,1.0,Semiurban,Y
LP00387,Male,No,0,Graduate,No,13624,0,493,360,0.0,Semiurban,N
LP00388,Male,Yes,1,Graduate,Yes,3861,0,158,360,1.0,Rural,Y
LP00389,Female,No,1,Graduate,,7396,3591,326,360,0.0,Semiurban,N
LP00390,Female,Yes,1,Graduate,Yes,2459,1918,175,360,1.0,Rural,Y
LP00391,Female,Yes,0,Graduate,,7729,0,273,360,0.0,Urban,Y
LP00392,Male,Yes,0,Not Graduate,No,5539,2706,253,360,1.0,Urban,Y
LP00393,Male,Yes,0,Not Graduate,No,6527,1431,264,360,1.0,Semiurban,Y
LP00394,Female,Yes,0,Graduate,Yes,3336,2827,205,360,0.0,Urban,N
LP00395,Male,Yes,2,Not Graduate,No,1814,0,131,360,1.0,Urban,Y
LP00396,Female,No,0,Not Graduate,No,6647,1415,239,360,1.0,Semiurban,Y
LP00397,Female,Yes,0,Not Graduate,No,1425,0,93,360,1.0,Semiurban,Y
LP00398,Male,Yes,0,Not Graduate,Yes,4062,0,184,360,0.0,Rural,Y
LP00399,Female,Yes,1,Graduate,No,8644,0,313,360,1.0,Urban,Y
LP00400,Female,No,1,Graduate,Yes,5514,881,259,360,1.0,Urban,Y
LP00401,Male,,0,Graduate,Yes,15819,0,523,360,1.0,Semiurban,Y
LP00402,Female,Yes,0,Graduate,No,9091,0,319,360,0.0,Rural,N
LP00403,Male,Yes,0,Not Graduate,No,3319,0,161,180,1.0,Urban,Y
LP00404,Female,No,0,Graduate,No,4995,2500,251,180,1.0,Urban,Y
LP00405,Male,No,1,Graduate,,4777,1391,213,360,1.0,Urban,N
LP00406,Female,Yes,1,Not Graduate,No,1902,0,117,360,1.0,Urban,N
LP00407,Male,No,0,Not Graduate,No,2795,5234,225,360,1.0,Urban,N
LP00408,Male,No,0,Not Graduate,No,3510,1636,175,360,1.0,Semiurban,Y
LP00409,Female,Yes,3+,Graduate,No,1448,2516,133,360,1.0,Rural,Y
LP00410,Male,No,0,Graduate,No,5056,0,228,180,1.0,Urban,Y
LP00411,Male,Yes,1,Graduate,Yes,4232,1738,147,360,1.0,Semiurban,Y
LP00412,Female,Yes,0,Graduate,Yes,1801,0,111,240,1.0,Urban,Y
LP00413,Female,Yes,0,Graduate,No,6263,2412,286,360,0.0,Rural,N
LP00414,Male,Yes,0,Graduate,No,7551,0,242,360,1.0,Semiurban,Y
LP00415,Male,Yes,0,Not Graduate,No,5632,0,225,360,1.0,Semiurban,Y
LP00416,Male,No,3+,Graduate,No,4046,0,180,360,0.0,Urban,Y
LP00417,Male,Yes,0,Graduate,No,7008,2551,323,360,1.0,Semiurban,Y
LP00418,Male,Yes,0,Graduate,Yes,7391,0,218,360,1.0,Rural,Y
LP00419,Male,Yes,0,Graduate,No,5910,867,271,360,1.0,Semiurban,Y
LP00420,Female,No,0,Graduate,No,2996,0,125,360,1.0,Rural,Y
LP00421,Female,Yes,0,Graduate,Yes,5802,9177,421,360,0.0,Semiurban,N
LP00422,Female,Yes,0,Graduate,No,10069,1314,393,360,0.0,Semiurban,N
LP00423,Male,Yes,2,Graduate,No,3435,1420,163,360,1.0,Rural,Y
LP00424,Male,Yes,0,Graduate,No,17305,1326,608,360,1.0,Urban,Y
LP00425,Male,No,0,Not Graduate,No,3585,4053,230,360,1.0,Semiurban,Y
LP00426,Male,No,3+,Graduate,No,5011,0,158,360,1.0,Semiurban,Y
LP00427,Male,Yes,0,Graduate,No,3282,2184,215,84,1.0,Urban,Y
LP00428,Female,No,3+,Graduate,Yes,5619,0,203,360,1.0,Urban,Y
LP00429,Male,Yes,0,Not Graduate,No,1727,2603,136,360,1.0,Rural,Y
LP00430,Male,No,2,Graduate,No,3541,816,164,360,1.0,Rural,N
LP00431,Male,Yes,1,Graduate,No,2552,0,132,240,0.0,Urban,Y
LP00432,Female,Yes,2,Not Graduate,No,5330,0,208,360,1.0,Urban,Y
LP00433,Male,Yes,3+,Graduate,No,8925,1016,349,360,1.0,Urban,Y
LP00434,Male,No,0,Graduate,No,7241,834,257,360,1.0,Urban,Y
LP00435,Male,Yes,3+,Graduate,Yes,1184,7373,218,360,1.0,Semiurban,Y
LP00436,Male,Yes,0,Graduate,No,16734,1590,581,360,1.0,Semiurban,Y
LP00437,Male,Yes,0,Graduate,No,5867,5405,372,360,1.0,Semiurban,Y
LP00438,Female,No,0,Graduate,No,3084,2191,184,360,1.0,Semiurban,N
LP00439,Male,Yes,0,Not Graduate,No,5400,0,233,120,1.0,Semiurban,Y
LP00440,Male,No,0,Not Graduate,No,5462,0,214,360,0.0,Urban,N
LP00441,Male,,1,Graduate,No,3294,1314,165,360,1.0,Rural,Y
LP00442,Female,Yes,0,Graduate,No,5534,2677,264,360,1.0,Urban,Y
LP00443,Male,No,2,Graduate,No,3413,1868,186,360,1.0,Semiurban,Y
LP00444,,Yes,2,Not Graduate,No,3855,968,197,360,0.0,Semiurban,N
LP00445,,No,0,Not Graduate,No,3255,0,175,360,1.0,Urban,Y
LP00446,Female,Yes,0,Graduate,No,2080,2029,160,360,1.0,Semiurban,Y
LP00447,Female,No,0,Not Graduate,No,5364,0,234,360,1.0,Urban,Y
LP00448,Female,No,0,Graduate,No,6982,0,240,360,1.0,Rural,Y
LP00449,Male,No,0,Graduate,No,6693,7435,391,180,1.0,Semiurban,Y
LP00450,Male,No,0,Graduate,No,8038,0,276,360,1.0,Semiurban,Y
LP00451,Female,Yes,0,Graduate,No,5970,4792,331,360,1.0,Urban,Y
LP00452,Male,Yes,3+,Graduate,No,3570,1970,189,360,1.0,Rural,N
LP00453,Male,No,1,Graduate,No,8133,727,323,360,1.0,Rural,Y
LP00454,Female,Yes,0,Graduate,No,2176,0,96,360,0.0,Rural,N
LP00455,Male,Yes,1,Not Graduate,No,2862,0,136,180,1.0,Semiurban,N
LP00456,Male,,0,Graduate,Yes,2755,0,146,360,1.0,Rural,N
LP00457,Male,No,0,Graduate,No,9395,3267,355,360,1.0,Semiurban,Y
LP00458,Male,No,1,Graduate,Yes,8653,5524,462,360,0.0,Semiurban,Y
LP00459,Male,Yes,0,Graduate,No,6583,2401,289,360,1.0,Rural,Y
LP00460,Male,No,0,Graduate,No,9350,0,289,360,1.0,Rural,Y
LP00461,Male,Yes,3+,Graduate,No,2899,5208,244,360,1.0,Semiurban,Y
LP00462,Male,No,2,Graduate,No,6058,0,232,120,1.0,Semiurban,Y
LP00463,Male,Yes,1,Graduate,,4559,0,185,360,1.0,Semiurban,Y
LP00464,Male,No,1,Graduate,Yes,8169,4770,410,360,1.0,Semiurban,Y
LP00465,Female,No,1,Graduate,No,4586,365,209,84,1.0,Semiurban,Y
LP00466,Male,Yes,0,Graduate,No,3901,0,172,360,0.0,Rural,N
LP00467,Male,No,0,Graduate,Yes,6799,0,262,360,1.0,Urban,Y
LP00468,Female,Yes,0,Graduate,No,8314,1748,332,360,1.0,Rural,Y
LP00469,Male,No,0,Not Graduate,No,3291,0,184,360,0.0,Rural,N
LP00470,Female,No,0,Graduate,No,4737,0,162,360,0.0,Urban,Y
LP00471,Male,Yes,0,Graduate,No,2604,1658,164,240,1.0,Rural,Y
LP00472,Female,No,3+,Graduate,No,1097,1132,106,360,0.0,Urban,N
LP00473,Male,No,3+,Graduate,No,5542,12140,475,360,1.0,Semiurban,Y
LP00474,Female,Yes,1,Graduate,No,7082,9020,425,360,1.0,Urban,Y
LP00475,Male,Yes,0,Not Graduate,No,5751,1081,209,180,0.0,Urban,Y
LP00476,Female,No,2,Not Graduate,No,1525,0,98,360,1.0,Rural,Y
LP00477,Male,No,0,Not Graduate,No,3981,1845,211,360,1.0,Rural,Y
LP00478,Male,No,2,Graduate,No,1298,2671,172,360,1.0,Urban,Y
LP00479,Female,No,0,Graduate,No,11179,0,359,360,1.0,Rural,Y
LP00480,Male,Yes,2,Graduate,No,2561,1537,180,120,1.0,Semiurban,Y
LP00481,Male,No,0,Graduate,No,10438,0,410,180,1.0,Rural,Y
LP00482,Male,Yes,2,Graduate,No,8669,0,302,360,0.0,Semiurban,N
LP00483,Male,Yes,3+,Graduate,No,2863,0,110,360,1.0,Semiurban,Y
LP00484,Male,Yes,0,Not Graduate,No,2490,979,136,360,1.0,Semiurban,Y
LP00485,Male,Yes,0,Graduate,No,6064,1305,258,360,0.0,Urban,N
LP00486,Female,Yes,3+,Graduate,No,2961,773,165,360,1.0,Semiurban,Y
LP00487,Male,,0,Graduate,Yes,5226,2461,244,360,1.0,Rural,Y
LP00488,Male,No,2,Graduate,No,3678,0,191,360,1.0,Semiurban,Y
LP00489,Female,Yes,1,Graduate,No,1688,0,78,84,1.0,Rural,Y
LP00490,Female,Yes,0,Graduate,No,1289,0,53,360,1.0,Urban,Y
LP00491,Male,Yes,0,Graduate,No,5630,0,241,240,1.0,Semiurban,Y
LP00492,Male,Yes,0,Graduate,No,3508,0,109,360,1.0,Urban,Y
LP00493,Male,Yes,2,Not Graduate,No,3526,2296,197,360,1.0,Rural,Y
LP00494,Male,Yes,0,Not Graduate,No,7461,9098,518,180,1.0,Urban,Y
LP00495,Male,Yes,0,Graduate,No,9937,3514,418,360,1.0,Urban,Y
LP00496,Male,No,0,Graduate,No,4173,0,152,360,1.0,Urban,Y
LP00497,Male,Yes,1,Not Graduate,No,4006,899,187,360,1.0,Urban,Y
LP00498,Male,Yes,2,Not Graduate,Yes,6634,0,248,360,1.0,Rural,Y
LP00499,Female,Yes,3+,Graduate,No,2177,0,118,240,0.0,Semiurban,N
LP00500,Female,No,0,Graduate,No,5618,1568,263,180,1.0,Urban,Y
LP00501,Male,Yes,2,Graduate,No,6844,2992,294,360,0.0,Semiurban,N
LP00502,Male,Yes,2,Not Graduate,No,7391,0,305,360,1.0,Rural,N
LP00503,Male,Yes,1,Not Graduate,No,1537,2145,143,360,0.0,Rural,N
LP00504,Female,Yes,3+,Graduate,Yes,3112,0,157,360,1.0,Semiurban,Y
LP00505,Male,Yes,0,Not Graduate,No,2901,2089,166,360,1.0,Semiurban,Y
LP00506,Male,Yes,,Graduate,No,5218,4810,328,360,1.0,Semiurban,Y
LP00507,Female,Yes,2,Not Graduate,No,6558,1568,272,360,1.0,Urban,Y
LP00508,,Yes,0,Graduate,Yes,12064,0,417,360,1.0,Urban,Y
LP00509,Female,Yes,2,Not Graduate,No,3651,0,140,360,1.0,Rural,Y
LP00510,Male,No,2,Graduate,No,3646,3141,202,360,1.0,Urban,Y
LP00511,Male,No,0,Graduate,No,9796,2097,399,360,1.0,Semiurban,Y
LP00512,Male,No,2,Graduate,No,5871,0,217,84,1.0,Rural,Y
LP00513,Female,No,0,Not Graduate,Yes,10515,6202,472,180,1.0,Urban,N
LP00514,,Yes,0,Not Graduate,No,5844,4676,305,360,1.0,Urban,Y
LP00515,Male,Yes,1,Not Graduate,No,2454,1598,169,360,1.0,Semiurban,Y
LP00516,Male,Yes,3+,Not Graduate,No,2208,3458,172,180,1.0,Urban,Y
LP00517,Male,Yes,0,Graduate,No,1937,3555,176,240,1.0,Rural,Y
LP00518,Female,No,0,Graduate,No,7311,3826,346,180,1.0,Urban,Y
LP00519,Female,Yes,1,Graduate,No,10028,745,327,360,1.0,Semiurban,Y
LP00520,Male,No,1,Graduate,Yes,14907,0,467,480,1.0,Urban,Y
LP00521,Male,Yes,1,Graduate,No,8150,0,301,360,1.0,Rural,Y
LP00522,Male,No,0,Graduate,No,9874,0,331,360,1.0,Semiurban,Y
LP00523,Female,Yes,0,Graduate,No,3470,15467,484,240,0.0,Urban,N
LP00524,Female,Yes,0,Graduate,No,2455,0,142,360,1.0,Rural,N
LP00525,Female,Yes,2,Graduate,,8184,1862,347,240,1.0,Semiurban,Y
LP00526,Male,Yes,0,Graduate,No,6314,0,275,360,1.0,Rural,Y
LP00527,Male,Yes,0,Not Graduate,No,5242,0,205,84,1.0,Urban,Y
LP00528,Male,Yes,3+,Graduate,No,6200,951,267,360,1.0,Urban,Y
LP00529,Male,No,0,Not Graduate,No,5966,0,217,120,1.0,Semiurban,Y
LP00530,Female,,3+,Graduate,No,10617,0,417,360,0.0,Semiurban,N
LP00531,Female,Yes,1,Graduate,No,10689,0,410,360,0.0,Urban,N
LP00532,Female,Yes,2,Not Graduate,No,6812,4193,338,360,1.0,Semiurban,Y
LP00533,Female,No,0,Graduate,No,8163,2185,346,360,1.0,Urban,Y
LP00534,Male,Yes,0,Graduate,No,6690,3028,338,360,1.0,Semiurban,Y
LP00535,Female,Yes,1,Graduate,No,3726,1603,190,360,1.0,Semiurban,Y
LP00536,Female,Yes,2,Graduate,No,7738,2691,322,360,0.0,Rural,N
LP00537,Female,Yes,1,Graduate,No,2128,0,131,360,1.0,Urban,Y
LP00538,Male,No,0,Graduate,,9249,0,329,360,1.0,Rural,Y
LP00539,Male,Yes,2,Graduate,Yes,2400,4803,221,120,1.0,Semiurban,Y
LP00540,Male,Yes,2,Graduate,Yes,5834,0,208,360,1.0,Urban,Y
LP00541,Female,No,1,Graduate,No,2959,0,104,360,0.0,Semiurban,N
LP00542,Male,Yes,2,Not Graduate,No,6850,4102,342,360,1.0,Rural,Y
LP00543,Male,Yes,2,Graduate,No,4815,2288,258,360,1.0,Rural,Y
LP00544,Male,Yes,,Graduate,No,1887,0,102,360,1.0,Semiurban,Y
LP00545,Male,No,0,Not Graduate,No,6325,0,268,360,0.0,Rural,N
LP00546,Male,Yes,0,Graduate,No,3474,2589,191,180,1.0,Semiurban,N
LP00547,Male,No,0,Graduate,Yes,8338,4615,371,360,0.0,Urban,Y
LP00548,Male,Yes,0,Graduate,No,4918,2146,239,360,1.0,Rural,Y
LP00549,Male,Yes,0,Graduate,No,6230,1046,256,360,0.0,Rural,N
LP00550,Female,Yes,0,Graduate,No,2766,2539,199,360,1.0,Rural,Y
LP00551,Male,No,0,Not Graduate,No,3450,2642,190,360,1.0,Semiurban,Y
LP00552,Female,Yes,0,Graduate,Yes,3732,2779,244,360,1.0,Semiurban,Y
LP00553,Male,No,2,Graduate,,8217,0,335,360,1.0,Semiurban,Y
LP00554,Male,No,3+,Graduate,No,13445,4980,552,360,1.0,Urban,Y
LP00555,Female,Yes,0,Graduate,No,3031,0,165,360,0.0,Rural,N
LP00556,Male,Yes,3+,Graduate,,9377,0,310,180,1.0,Semiurban,Y
LP00557,Male,Yes,,Graduate,No,1337,1178,135,360,1.0,Urban,Y
LP00558,Male,Yes,0,Graduate,No,2400,3980,222,360,1.0,Semiurban,Y
LP00559,Female,No,0,Graduate,No,2764,6728,284,360,1.0,Semiurban,Y
LP00560,Male,,0,Graduate,No,2183,0,115,360,0.0,Urban,N
LP00561,Male,Yes,2,Graduate,No,1900,2061,89,240,1.0,Urban,Y
LP00562,Male,Yes,1,Not Graduate,No,6296,6814,362,360,0.0,Rural,N
LP00563,Male,No,0,Graduate,No,4322,3476,236,360,0.0,Semiurban,N
LP00564,Male,Yes,,Graduate,Yes,6171,0,215,240,1.0,Rural,Y
LP00565,Male,No,0,Graduate,No,7437,0,275,360,1.0,Semiurban,Y
LP00566,Male,Yes,0,Graduate,No,5763,3924,292,360,0.0,Semiurban,N
LP00567,Male,,0,Graduate,No,7292,0,252,360,1.0,Urban,Y
LP00568,Male,Yes,0,Graduate,No,4713,1103,192,360,1.0,Rural,Y
LP00569,Female,Yes,,Graduate,Yes,2411,1914,146,360,1.0,Semiurban,Y
LP00570,Male,Yes,3+,Not Graduate,No,9271,0,350,180,1.0,Semiurban,Y
LP00571,Male,Yes,0,Graduate,No,3451,0,140,360,1.0,Urban,Y
LP00572,Female,Yes,3+,Graduate,No,2803,0,123,360,1.0,Semiurban,Y
LP00573,Male,No,0,Not Graduate,No,4417,4775,268,360,1.0,Rural,Y
LP00574,Male,No,0,Not Graduate,No,2842,0,142,360,0.0,Rural,N
LP00575,Female,Yes,0,Not Graduate,No,3825,624,186,360,1.0,Semiurban,N
LP00576,Female,Yes,1,Graduate,No,6041,4841,267,360,1.0,Urban,Y
LP00577,Male,Yes,3+,Graduate,No,6057,1383,279,180,,Rural,Y
LP00578,Female,Yes,1,Graduate,No,2867,0,164,180,1.0,Semiurban,Y
LP00579,Male,Yes,0,Graduate,No,3667,0,139,120,1.0,Urban,Y
LP00580,Male,Yes,1,Graduate,No,9363,2490,361,180,1.0,Semiurban,Y
LP00581,Male,Yes,,Graduate,No,6619,2144,282,360,1.0,Urban,Y
LP00582,Female,,2,Not Graduate,No,17069,5701,660,360,1.0,Semiurban,Y
LP00583,Male,Yes,0,Graduate,No,9977,0,353,180,1.0,Rural,Y
LP00584,Male,Yes,0,Not Graduate,No,9765,0,304,360,0.0,Semiurban,N
LP00585,Male,,1,Graduate,No,2137,5276,197,360,1.0,Semiurban,Y
LP00586,Male,Yes,1,Graduate,No,7772,0,313,360,0.0,Rural,N
LP00587,Male,No,0,Graduate,No,4760,12422,422,360,0.0,Semiurban,N
LP00588,Male,Yes,1,Graduate,Yes,3531,1685,214,240,1.0,Urban,Y
LP00589,Male,Yes,0,Graduate,,5436,0,220,360,1.0,Semiurban,Y
LP00590,Male,No,1,Graduate,No,8665,2265,319,360,1.0,Semiurban,Y
LP00591,Male,No,2,Not Graduate,No,6637,5787,377,480,0.0,Rural,N
LP00592,Male,No,2,Graduate,No,2901,0,134,360,1.0,Rural,Y
LP00593,Male,Yes,1,Graduate,No,7673,1860,308,360,1.0,Semiurban,Y
LP00594,Male,Yes,0,Graduate,No,3352,0,155,360,1.0,Rural,N
LP00595,Female,No,0,Graduate,No,5597,0,227,180,1.0,Urban,Y
LP00596,Male,Yes,2,Graduate,No,4096,0,187,360,1.0,Rural,Y
LP00597,Male,Yes,0,Graduate,No,4309,1699,236,360,1.0,Semiurban,Y
LP00598,Male,Yes,0,Graduate,No,7783,3764,366,360,1.0,Urban,Y
LP00599,Male,,0,Graduate,No,2633,6466,230,360,1.0,Urban,Y
LP00600,Male,No,0,Graduate,No,15789,0,514,180,1.0,Urban,Y
LP00601,Male,Yes,1,Graduate,No,1648,6140,281,180,1.0,Urban,Y
LP00602,Male,Yes,0,Graduate,No,3433,0,167,360,1.0,Semiurban,Y
LP00603,Male,Yes,1,Graduate,No,6137,1789,317,360,1.0,Rural,Y
LP00604,Male,Yes,0,Graduate,No,6978,1994,327,84,,Urban,Y
LP00605,Male,Yes,0,Graduate,No,4627,0,193,180,0.0,Rural,N
LP00606,Male,Yes,,Graduate,No,4748,0,198,180,1.0,Semiurban,Y
LP00607,,Yes,0,Not Graduate,No,6287,3958,317,180,1.0,Urban,Y
LP00608,Male,No,0,Graduate,No,4278,0,143,360,1.0,Rural,Y
LP00609,Male,Yes,1,Not Graduate,No,11337,2690,444,360,1.0,Urban,Y
LP00610,Male,Yes,0,Not Graduate,No,8132,0,318,360,1.0,Rural,N
LP00611,Male,No,2,Graduate,No,8297,0,286,360,1.0,Rural,Y
LP00612,Female,No,0,Graduate,Yes,2752,2253,185,360,1.0,Semiurban,Y
LP00613,Male,Yes,0,Graduate,No,4686,2207,251,360,1.0,Urban,Y
LP00614,Male,Yes,1,Not Graduate,Yes,4104,2174,198,360,1.0,Semiurban,Y
LP00615,Female,Yes,0,Graduate,No,2688,0,121,360,1.0,Urban,Y
LP00616,Female,No,0,Graduate,No,6100,0,212,360,,Semiurban,Y
LP00617,Male,No,0,Graduate,No,3559,0,140,360,1.0,Rural,N
LP00618,Male,No,0,Not Graduate,No,7282,5948,361,360,1.0,Urban,Y
LP00619,Female,Yes,2,Not Graduate,No,2586,1076,131,360,0.0,Urban,N
LP00620,Male,No,0,Graduate,No,13786,1473,521,360,1.0,Semiurban,Y
LP00621,Male,Yes,2,Graduate,No,2870,17085,459,84,0.0,Rural,N
LP00622,Male,Yes,2,Graduate,No,5605,0,220,360,1.0,Semiurban,Y
LP00623,Male,Yes,0,Graduate,No,7903,946,295,360,1.0,Semiurban,Y
LP00624,Male,No,3+,Not Graduate,No,3489,4081,259,360,1.0,Semiurban,N
LP00625,Male,Yes,0,Graduate,No,8196,570,333,360,1.0,Rural,Y
LP00626,Male,No,3+,Graduate,No,2350,0,137,360,1.0,Rural,Y
LP00627,Male,Yes,0,Graduate,No,11746,0,408,360,1.0,Urban,Y
LP00628,Male,Yes,1,Not Graduate,No,4956,827,210,360,1.0,Rural,Y
LP00629,Male,Yes,0,Not Graduate,No,3436,0,129,360,1.0,Semiurban,Y
LP00630,Male,Yes,0,Graduate,No,4107,0,212,360,1.0,Rural,Y
LP00631,Male,No,1,Graduate,Yes,7985,0,274,240,1.0,Semiurban,Y
LP00632,Female,Yes,1,Graduate,No,3461,5363,274,180,1.0,Semiurban,Y
LP00633,Male,No,0,Graduate,No,3135,0,165,360,0.0,Semiurban,Y
LP00634,Male,No,0,Graduate,No,4303,0,167,360,1.0,Urban,N
LP00635,Male,No,1,Graduate,Yes,2425,0,143,360,1.0,Rural,Y
LP00636,Male,Yes,1,Graduate,No,14651,8528,675,360,1.0,Semiurban,Y
LP00637,Male,Yes,3+,Not Graduate,No,3498,2054,230,360,1.0,Rural,N
LP00638,Male,Yes,2,Graduate,No,8094,487,293,360,1.0,Urban,Y
LP00639,Male,No,3+,Graduate,No,5572,1373,218,360,0.0,Semiurban,N
LP00640,Male,No,1,Graduate,No,2722,1810,157,360,1.0,Urban,Y
LP00641,Male,Yes,0,Graduate,No,4897,0,201,360,0.0,Urban,N
LP00642,Male,No,0,Not Graduate,No,7866,0,287,180,1.0,Rural,Y
LP00643,Male,Yes,2,Graduate,No,4389,0,173,360,1.0,Urban,Y
LP00644,Male,Yes,1,Graduate,Yes,10055,0,313,180,1.0,Urban,Y
LP00645,Male,Yes,0,Graduate,No,9071,0,331,360,1.0,Semiurban,Y
LP00646,Female,No,0,Graduate,No,8530,5265,450,180,1.0,Urban,Y
LP00647,Male,Yes,3+,Graduate,No,3730,3134,233,360,1.0,Rural,Y
LP00648,Male,No,0,Graduate,No,2571,2553,190,360,1.0,Semiurban,N
LP00649,Female,No,0,Graduate,No,3401,4603,255,360,,Rural,N
LP00650,Male,No,0,Not Graduate,No,5528,0,223,360,1.0,Urban,Y
LP00651,Male,Yes,0,Graduate,Yes,6819,0,273,240,1.0,Semiurban,Y
LP00652,Male,Yes,0,Graduate,No,1335,891,115,360,,Rural,N
LP00653,Male,Yes,0,Not Graduate,No,4890,1701,224,360,1.0,Urban,Y
LP00654,Male,Yes,0,Graduate,No,5403,0,196,360,0.0,Semiurban,N
LP00655,Male,Yes,2,Graduate,No,4160,3319,236,360,0.0,Semiurban,N
LP00656,Male,No,0,Graduate,No,10665,5928,494,360,1.0,Semiurban,Y
LP00657,Male,Yes,2,Graduate,No,6330,2399,281,360,1.0,Rural,Y
LP00658,Male,Yes,2,Graduate,No,10787,901,397,360,1.0,Urban,Y
LP00659,Male,Yes,0,Graduate,No,4317,0,188,180,1.0,Rural,Y
LP00660,Male,Yes,1,Not Graduate,No,8625,0,325,84,1.0,Semiurban,Y
LP00661,Male,Yes,0,Graduate,No,13108,626,481,360,1.0,Semiurban,Y
